Wall time,Step,Value
1775836097.348561,2910000,-58050584.0
1775836164.7074983,2920000,-57928580.0
1775836170.379354,2930000,-57837832.0
1775836175.9581954,2940000,-57834444.0
1775836181.69761,2950000,-57922328.0
1775836245.0849419,2960000,-57971208.0
1775836251.1914048,2970000,-57922884.0
1775836257.1739187,2980000,-57843252.0
1775836325.2916973,2990000,-58118768.0
1775836331.185768,3000000,-58263180.0
1775836341.5951195,3010000,-58165192.0
1775836404.419778,3020000,-58400124.0
1775836409.827513,3030000,-58417672.0
1775836415.217965,3040000,-58252876.0
1775836420.6346374,3050000,-58517200.0
1775836483.7095282,3060000,-58264952.0
1775836489.432537,3070000,-58295672.0
1775836494.9128115,3080000,-58289300.0
1775836557.7955356,3090000,-58216796.0
1775836563.3011127,3100000,-58302132.0
1775836574.432157,3110000,-58052376.0
1775836635.3325338,3120000,-58501296.0
1775836640.7168984,3130000,-58697468.0
1775836646.135978,3140000,-59037868.0
1775836706.0082114,3150000,-59400060.0
1775836711.3980377,3160000,-58470208.0
1775836716.776893,3170000,-59091052.0
1775836722.2129009,3180000,-58250952.0
1775836781.9206781,3190000,-58022536.0
1775836787.3367224,3200000,-58195416.0
1775836797.304444,3210000,-58025912.0
1775836858.513617,3220000,-58125856.0
1775836863.9327142,3230000,-57967752.0
1775836869.377355,3240000,-58010484.0
1775836930.4175618,3250000,-58002040.0
1775836936.0762138,3260000,-58055464.0
1775836941.6739006,3270000,-58039352.0
1775837003.0786374,3280000,-58742484.0
1775837008.5423849,3290000,-58757400.0
1775837013.9496498,3300000,-58612796.0
1775837023.7917705,3310000,-58600720.0
1775837084.469277,3320000,-57982020.0
1775837090.06828,3330000,-58082768.0
1775837095.7435763,3340000,-57996744.0
1775837157.113225,3350000,-57847252.0
1775837162.5493078,3360000,-57987660.0
1775837167.9867692,3370000,-58123588.0
1775837227.4303088,3380000,-58945252.0
1775837232.8432002,3390000,-59102300.0
1775837238.2813737,3400000,-59129092.0
1775837250.9896653,3410000,-58924776.0
1775837309.9779255,3420000,-59110184.0
1775837315.3750114,3430000,-59205976.0
1775837320.7703645,3440000,-59116068.0
1775837380.2977538,3450000,-58997308.0
1775837385.7693737,3460000,-59133260.0
1775837391.4624343,3470000,-59140616.0
1775837450.8892171,3480000,-59654248.0
1775837456.4575,3490000,-60050516.0
1775837461.9524603,3500000,-59742464.0
1775837527.4249973,3510000,-58976812.0
1775837532.8816206,3520000,-59007880.0
1775837538.246905,3530000,-59223948.0
1775837543.593169,3540000,-58982572.0
1775837603.2311625,3550000,-58764820.0
1775837608.7101946,3560000,-58612760.0
1775837614.106245,3570000,-58853044.0
1775837672.8787074,3580000,-58613448.0
1775837678.3017814,3590000,-58678064.0
1775837683.699064,3600000,-58619408.0
1775837750.1162534,3610000,-58540908.0
1775837755.821932,3620000,-58481556.0
1775837761.8751402,3630000,-58351000.0
1775837767.898815,3640000,-58554596.0
1775837831.922233,3650000,-58420000.0
1775837837.9935002,3660000,-58407108.0
1775837844.369944,3670000,-58487384.0
1775837905.7393334,3680000,-58382924.0
1775837911.060827,3690000,-58354264.0
1775837916.4259589,3700000,-58406080.0
1775837982.7182732,3710000,-58418000.0
1775837988.3120122,3720000,-58281028.0
1775837993.8032298,3730000,-58280836.0
1775838060.5353289,3740000,-58285140.0
1775838066.0663075,3750000,-58337780.0
1775838071.6978486,3760000,-58292160.0
1775838077.209424,3770000,-58105216.0
1775838145.6662838,3780000,-58171020.0
1775838151.3435094,3790000,-58265632.0
1775838157.0010922,3800000,-58152448.0
1775838223.7683833,3810000,-58338148.0
1775838229.238676,3820000,-58262736.0
1775838234.7354357,3830000,-58321660.0
1775838300.3171813,3840000,-58369876.0
1775838306.6040184,3850000,-58472464.0
1775838312.7054386,3860000,-58450404.0
1775838375.478578,3870000,-58301272.0
1775838381.2533906,3880000,-58371832.0
1775838386.9038246,3890000,-58275864.0
1775838392.6471415,3900000,-58306412.0
1775838463.9441254,3910000,-58238924.0
1775838469.615958,3920000,-58347280.0
1775838475.1613004,3930000,-58278784.0
1775838538.715698,3940000,-58214844.0
1775838544.1327202,3950000,-58246456.0
1775838549.8049424,3960000,-58362884.0
1775838613.5573716,3970000,-58182104.0
1775838619.1904364,3980000,-58068340.0
1775838624.8894503,3990000,-58114172.0
1775838630.5946205,4000000,-58075940.0
1775838701.2360897,4010000,-58044184.0
1775838706.5503523,4020000,-58081196.0
